STATE,PC,ST_CODE,PC_CODE,KEY,PC_NAME,ST_ABBR,ST_NAME,2014-Schedule,2014-Star-Candidate,2014-Star-Candidate-Name,Hindi-speaking,Bi-polar,Rural,SC,ST,Muslim,2009-pc-turnout,2009-Turnout,2009-Party,2009-Margin,2014-pc-turnout,2014-Turnout,2014-Nota
TAMIL NADU,VELLORE,S22,8,S22-8,VELLORE,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Semi Urban,20-30%,< 10%,10-20%,71.69%,70-80%,DMK,10-20%,70.30%,70-80%,0.5-1%
TAMIL NADU,VILUPPURAM,S22,13,S22-13,VILUPPURAM,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Rural,20-30%,< 10%,< 10%,74.56%,70-80%,ADMK,< 2%,74.69%,70-80%,1-2%
TAMIL NADU,VIRUDHUNAGAR,S22,34,S22-34,VIRUDHUNAGAR,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Semi Urban,10-20%,< 10%,< 10%,77.38%,70-80%,CONG,2-5%,70.39%,70-80%,1-2%
UTTAR PRADESH,AGRA,S24,18,S24-18,AGRA,UP,UTTAR PRADESH,24-Apr,,,Hindi,Rest,Urban,20-30%,< 10%,10-20%,42.03%,< 50%,BJP,< 2%,59.80%,50-60%,< 0.5%
UTTAR PRADESH,AKBARPUR,S24,44,S24-44,AKBARPUR,UP,UTTAR PRADESH,24-Apr,,,Hindi,Rest,Semi Urban,20-30%,< 10%,10-20%,43.63%,< 50%,CONG,5-10%,56.54%,50-60%,< 0.5%
UTTAR PRADESH,ETAH,S24,22,S24-22,ETAH,UP,UTTAR PRADESH,24-Apr,,,Hindi,Rest,Rural,10-20%,< 10%,10-20%,44.46%,< 50%,IND,20%+,59.80%,50-60%,0.5-1%
UTTAR PRADESH,ETAWAH,S24,41,S24-41,ETAWAH,UP,UTTAR PRADESH,24-Apr,,,Hindi,Rest,Rural,20-30%,< 10%,< 10%,45.04%,< 50%,SP,5-10%,56.30%,50-60%,0.5-1%
UTTAR PRADESH,FARRUKHABAD,S24,40,S24-40,FARRUKHABAD,UP,UTTAR PRADESH,24-Apr,,,Hindi,Rest,Rural,10-20%,< 10%,10-20%,46.78%,< 50%,CONG,2-5%,59.60%,50-60%,< 0.5%
UTTAR PRADESH,FATEHPUR SIKRI,S24,19,S24-19,FATEHPUR SIKRI,UP,UTTAR PRADESH,24-Apr,,,Hindi,Rest,Rural,20-30%,< 10%,,51.56%,50-60%,BSP,< 2%,61.27%,60-70%,< 0.5%
UTTAR PRADESH,FIROZABAD,S24,20,S24-20,FIROZABAD,UP,UTTAR PRADESH,24-Apr,,,Hindi,Rest,Semi Urban,10-20%,< 10%,10-20%,48.16%,< 50%,SP,5-10%,66%,60-70%,< 0.5%
UTTAR PRADESH,HARDOI,S24,31,S24-31,HARDOI,UP,UTTAR PRADESH,24-Apr,,,Hindi,Rest,Rural,30%+,< 10%,10-20%,40.55%,< 50%,SP,10-20%,56.90%,50-60%,0.5-1%
UTTAR PRADESH,HATHRAS,S24,16,S24-16,HATHRAS,UP,UTTAR PRADESH,24-Apr,,,Hindi,Rest,Rural,20-30%,< 10%,< 10%,45.10%,< 50%,RLD,5-10%,57.20%,50-60%,0.5-1%
UTTAR PRADESH,KANNAUJ,S24,42,S24-42,KANNAUJ,UP,UTTAR PRADESH,24-Apr,,,Hindi,Rest,Rural,20-30%,< 10%,10-20%,49.32%,< 50%,SP,10-20%,63.48%,60-70%,0.5-1%
UTTAR PRADESH,MAINPURI,S24,21,S24-21,MAINPURI,UP,UTTAR PRADESH,24-Apr,,,Hindi,Rest,Rural,10-20%,< 10%,< 10%,49.67%,< 50%,SP,20%+,60.80%,60-70%,0.5-1%
UTTAR PRADESH,MATHURA,S24,17,S24-17,MATHURA,UP,UTTAR PRADESH,24-Apr,Star,Hema Malini (BJP),Hindi,Rest,Semi Urban,10-20%,< 10%,< 10%,54.15%,50-60%,RLD,20%+,63.80%,60-70%,< 0.5%
WEST BENGAL,BALURGHAT,S25,6,S25-6,BALURGHAT,WB,WEST BENGAL,24-Apr,,,Rest,Rest,Rural,20-30%,10-30%,20-40%,86.65%,80%+,RSP,< 2%,86.65%,80%+,1-2%
WEST BENGAL,JANGIPUR,S25,9,S25-9,JANGIPUR,WB,WEST BENGAL,24-Apr,,,Rest,Rest,Rural,10-20%,< 10%,40%+,85.95%,80%+,CONG,10-20%,76.93%,70-80%,0.5-1%
WEST BENGAL,MALDA,S25,8,S25-8,MALDAHA DAKSHIN,WB,WEST BENGAL,24-Apr,,,Rest,Rest,Rural,< 10%,< 10%,40%+,78.84%,70-80%,CONG,10-20%,79%,70-80%,0.5-1%
WEST BENGAL,MALDAHA UTTAR,S25,7,S25-7,MALDAHA UTTAR,WB,WEST BENGAL,24-Apr,Star,Soumitra Roy (TMC),Rest,Rest,Rural,20-30%,10-30%,40%+,83.69%,80%+,CONG,5-10%,84%,80%+,0.5-1%
WEST BENGAL,MURSHIDABAD,S25,11,S25-11,MURSHIDABAD,WB,WEST BENGAL,24-Apr,,,Rest,Rest,Rural,< 10%,< 10%,40%+,88.14%,80%+,CONG,2-5%,88%,80%+,0.5-1%
WEST BENGAL,RAIGANJ,S25,5,S25-5,RAIGANJ,WB,WEST BENGAL,24-Apr,,,Rest,Rest,Rural,20-30%,< 10%,40%+,81.06%,80%+,CONG,10-20%,81%,80%+,0.5-1%
ANDHRA PRADESH,ADILABAD,S01,1,S01-1,ADILABAD,AP,ANDHRA PRADESH,30-Apr,,,Rest,Rest,Rural,10-20%,10-30%,10-20%,76.34%,70-80%,TDP,10-20%,78%,70-80%,1-2%
ANDHRA PRADESH,BHONGIR,S01,14,S01-14,BHONGIR,AP,ANDHRA PRADESH,30-Apr,,,Rest,Rest,Rural,10-20%,< 10%,< 10%,76.32%,70-80%,CONG,10-20%,No Information,,0.5-1%
ANDHRA PRADESH,CHELVELLA,S01,10,S01-10,CHEVELLA,AP,ANDHRA PRADESH,30-Apr,,,Rest,Rest,Semi Urban,10-20%,< 10%,10-20%,64.52%,60-70%,CONG,< 2%,No Information,,0.5-1%
ANDHRA PRADESH,HYDERABAD,S01,9,S01-9,HYDERABAD,AP,ANDHRA PRADESH,30-Apr,,,Rest,Rest,Urban,< 10%,< 10%,40%+,52.49%,50-60%,AIMIM,10-20%,53%,50-60%,0.5-1%
ANDHRA PRADESH,KARIMNAGAR,S01,3,S01-3,KARIMNAGAR,AP,ANDHRA PRADESH,30-Apr,,,Rest,Rest,Rural,10-20%,< 10%,< 10%,66.12%,60-70%,CONG,5-10%,76%,70-80%,0.5-1%
ANDHRA PRADESH,KHAMMAM,S01,17,S01-17,KHAMMAM,AP,ANDHRA PRADESH,30-Apr,,,Rest,Rest,Rural,10-20%,10-30%,< 10%,82.08%,80%+,TDP,10-20%,No Information,,< 0.5%
ANDHRA PRADESH,MAHABUBABAD,S01,16,S01-16,MAHABUBABAD,AP,ANDHRA PRADESH,30-Apr,,,Rest,Rest,Rural,10-20%,30-50%,< 10%,78.74%,70-80%,CONG,5-10%,No Information,,0.5-1%
ANDHRA PRADESH,MAHABUBNAGAR,S01,11,S01-11,MAHBUBNAGAR,AP,ANDHRA PRADESH,30-Apr,,,Rest,Rest,Rural,10-20%,< 10%,10-20%,67.68%,60-70%,TRS,2-5%,No Information,,0.5-1%
ANDHRA PRADESH,MALKAJGIRI,S01,7,S01-7,MALKAJGIRI,AP,ANDHRA PRADESH,30-Apr,,,Rest,Rest,Urban,10-20%,< 10%,10-20%,51.46%,50-60%,CONG,5-10%,No Information,,0.5-1%
ANDHRA PRADESH,MEDAK,S01,6,S01-6,MEDAK,AP,ANDHRA PRADESH,30-Apr,Star,Vijayashanthi (Cong),Rest,Rest,Rural,10-20%,< 10%,< 10%,76.29%,70-80%,TRS,< 2%,77%,70-80%,0.5-1%
ANDHRA PRADESH,NAGARKURNOOL,S01,12,S01-12,NAGARKURNOOL,AP,ANDHRA PRADESH,30-Apr,,,Rest,Rest,Rural,10-20%,< 10%,< 10%,70.21%,70-80%,CONG,2-5%,No Information,,1-2%
ANDHRA PRADESH,NALGONDA,S01,13,S01-13,NALGONDA,AP,ANDHRA PRADESH,30-Apr,,,Rest,Rest,Rural,10-20%,10-30%,< 10%,74.14%,70-80%,CONG,10-20%,81%,80%+,0.5-1%
ANDHRA PRADESH,NIZAMABAD,S01,4,S01-4,NIZAMABAD,AP,ANDHRA PRADESH,30-Apr,,,Rest,Rest,Semi Urban,10-20%,< 10%,10-20%,66.72%,60-70%,CONG,5-10%,70%,70-80%,0.5-1%
ANDHRA PRADESH,PEDDAPALLI,S01,2,S01-2,PEDDAPALLE,AP,ANDHRA PRADESH,30-Apr,,,Rest,Rest,Semi Urban,20-30%,< 10%,< 10%,68.72%,60-70%,CONG,5-10%,No Information,,0.5-1%
ANDHRA PRADESH,SECUNDERABAD,S01,8,S01-8,SECUNDERABAD,AP,ANDHRA PRADESH,30-Apr,,,Rest,Rest,Urban,< 10%,< 10%,20-40%,54.93%,50-60%,CONG,10-20%,53.29%,50-60%,0.5-1%
ANDHRA PRADESH,WARANGAL,S01,15,S01-15,WARANGAL,AP,ANDHRA PRADESH,30-Apr,,,Rest,Rest,Semi Urban,10-20%,< 10%,< 10%,69.32%,60-70%,CONG,10-20%,75%,70-80%,1-2%
ANDHRA PRADESH,ZAHIRABAD,S01,5,S01-5,ZAHIRABAD,AP,ANDHRA PRADESH,30-Apr,,,Rest,Rest,Rural,10-20%,< 10%,10-20%,74.82%,70-80%,CONG,< 2%,No Information,,1-2%
BIHAR,BEGUSARAI,S04,24,S04-24,BEGUSARAI,BR,BIHAR,30-Apr,,,Hindi,Rest,Rural,10-20%,< 10%,10-20%,48.75%,< 50%,JDU,5-10%,64%,60-70%,2-5%
BIHAR,DARBHANGA,S04,14,S04-14,DARBHANGA,BR,BIHAR,30-Apr,Star,Kirti Azad (BJP),Hindi,Rest,Rural,10-20%,< 10%,20-40%,41.75%,< 50%,BJP,5-10%,57%,50-60%,2-5%
BIHAR,JHANJHARPUR,S04,7,S04-7,JHANJHARPUR,BR,BIHAR,30-Apr,,,Hindi,Rest,Rural,10-20%,< 10%,10-20%,42.84%,< 50%,JDU,10-20%,56%,50-60%,0.5-1%
BIHAR,KHAGARIA,S04,25,S04-25,KHAGARIA,BR,BIHAR,30-Apr,,,Hindi,Rest,Rural,10-20%,< 10%,10-20%,46.54%,< 50%,JDU,20%+,55%,50-60%,2-5%
BIHAR,MADHEPURA,S04,13,S04-13,MADHEPURA,BR,BIHAR,30-Apr,,,Hindi,Rest,Rural,10-20%,< 10%,10-20%,50.15%,50-60%,JDU,20%+,60%,60-70%,< 0.5%
BIHAR,MADHUBANI,S04,6,S04-6,MADHUBANI,BR,BIHAR,30-Apr,,,Hindi,Rest,Rural,10-20%,< 10%,20-40%,39.83%,< 50%,BJP,< 2%,56%,50-60%,2-5%
BIHAR,SAMASTIPUR,S04,23,S04-23,SAMASTIPUR,BR,BIHAR,30-Apr,,,Hindi,Rest,Rural,10-20%,< 10%,10-20%,44.54%,< 50%,JDU,10-20%,55%,50-60%,2-5%
D&N HAVELI,DADRA & NAGAR HAVELI,U03,1,U03-1,DADRA AND NAGAR HAVELI,DN,DADRA AND NAGAR HAVELI,30-Apr,,,Rest,Rest,Urban,< 10%,50%+,,73.23%,70-80%,BJP,< 2%,82.70%,80%+,1-2%
DAMAN & DIU,DAMAN & DIU,U04,1,U04-1,DAMAN AND DIU,DD,DAMAN AND DIU,30-Apr,,,Rest,Rest,Rural,30%+,50%+,< 10%,71.32%,70-80%,BJP,20%+,79.55%,70-80%,1-2%
GUJARAT,AHMEDABAD EAST,S06,7,S06-7,AHMEDABAD EAST,GJ,GUJARAT,30-Apr,Star,Paresh Rawal (BJP),Rest,Bi-polar,Urban,< 10%,< 10%,< 10%,42.35%,< 50%,BJP,10-20%,61.26%,60-70%,1-2%
GUJARAT,AHMEDABAD WEST,S06,8,S06-8,AHMEDABAD WEST,GJ,GUJARAT,30-Apr,,,Rest,Bi-polar,Urban,10-20%,< 10%,10-20%,48.22%,< 50%,BJP,10-20%,62.64%,60-70%,1-2%
GUJARAT,AMRELI,S06,14,S06-14,AMRELI,GJ,GUJARAT,30-Apr,,,Rest,Bi-polar,Rural,< 10%,< 10%,< 10%,39.97%,< 50%,BJP,5-10%,54.21%,50-60%,2-5%
GUJARAT,ANAND,S06,16,S06-16,ANAND,GJ,GUJARAT,30-Apr,,,Rest,Bi-polar,Semi Urban,< 10%,< 10%,10-20%,48.41%,< 50%,CONG,5-10%,64.63%,60-70%,1-2%
GUJARAT,BANASKANTHA,S06,2,S06-2,BANASKANTHA,GJ,GUJARAT,30-Apr,,,Rest,Bi-polar,Rural,10-20%,10-30%,< 10%,49.83%,< 50%,CONG,< 2%,58.29%,50-60%,1-2%
GUJARAT,BARDOLI,S06,23,S06-23,BARDOLI,GJ,GUJARAT,30-Apr,,,Rest,Bi-polar,Rural,< 10%,50%+,< 10%,57.81%,50-60%,CONG,5-10%,74.59%,70-80%,1-2%
GUJARAT,BHARUCH,S06,22,S06-22,BHARUCH,GJ,GUJARAT,30-Apr,,,Rest,Bi-polar,Rural,< 10%,30-50%,10-20%,57.14%,50-60%,BJP,2-5%,74.54%,70-80%,2-5%
GUJARAT,BHAVNAGAR,S06,15,S06-15,BHAVNAGAR,GJ,GUJARAT,30-Apr,,,Rest,Bi-polar,Semi Urban,< 10%,< 10%,< 10%,45.16%,< 50%,BJP,< 2%,57.27%,50-60%,0.5-1%
GUJARAT,CHHOTA UDAIPUR,S06,21,S06-21,CHHOTA UDAIPUR,GJ,GUJARAT,30-Apr,,,Rest,Bi-polar,Rural,< 10%,50%+,< 10%,54.19%,50-60%,BJP,2-5%,71.15%,70-80%,2-5%
GUJARAT,DAHOD,S06,19,S06-19,DAHOD,GJ,GUJARAT,30-Apr,,,Rest,Bi-polar,Rural,< 10%,50%+,< 10%,44.73%,< 50%,CONG,10-20%,63.38%,60-70%,2-5%
GUJARAT,GANDHINAGAR,S06,6,S06-6,GANDHINAGAR,GJ,GUJARAT,30-Apr,,,Rest,Bi-polar,Urban,< 10%,< 10%,< 10%,50.83%,50-60%,BJP,10-20%,65.10%,60-70%,1-2%
GUJARAT,JAMNAGAR,S06,12,S06-12,JAMNAGAR,GJ,GUJARAT,30-Apr,,,Rest,Bi-polar,Semi Urban,< 10%,< 10%,10-20%,45.79%,< 50%,CONG,2-5%,57.80%,50-60%,0.5-1%
GUJARAT,JUNAGADH,S06,13,S06-13,JUNAGADH,GJ,GUJARAT,30-Apr,,,Rest,Bi-polar,Semi Urban,< 10%,< 10%,10-20%,57.88%,50-60%,BJP,< 2%,63.16%,60-70%,1-2%
GUJARAT,KACHCHH,S06,1,S06-1,KACHCHH,GJ,GUJARAT,30-Apr,,,Rest,Bi-polar,Semi Urban,10-20%,< 10%,10-20%,42.55%,< 50%,BJP,10-20%,61.44%,60-70%,> 5%
GUJARAT,KHED,S06,17,S06-17,KHEDA,GJ,GUJARAT,30-Apr,,,Rest,Bi-polar,Semi Urban,< 10%,< 10%,10-20%,41.60%,< 50%,CONG,< 2%,59.50%,50-60%,2-5%
GUJARAT,MAHESANA,S06,4,S06-4,MAHESANA,GJ,GUJARAT,30-Apr,,,Rest,Bi-polar,Rural,< 10%,< 10%,< 10%,49.74%,< 50%,BJP,2-5%,66.63%,60-70%,1-2%
GUJARAT,NAVSARI,S06,25,S06-25,NAVSARI,GJ,GUJARAT,30-Apr,,,Rest,Bi-polar,Semi Urban,< 10%,10-30%,< 10%,46.66%,< 50%,BJP,10-20%,65.12%,60-70%,0.5-1%
GUJARAT,PANCHMAHAL,S06,18,S06-18,PANCHMAHAL,GJ,GUJARAT,30-Apr,,,Rest,Bi-polar,Rural,< 10%,10-30%,< 10%,42.65%,< 50%,BJP,< 2%,58.84%,50-60%,2-5%
GUJARAT,PATAN,S06,3,S06-3,PATAN,GJ,GUJARAT,30-Apr,,,Rest,Bi-polar,Rural,10-20%,< 10%,< 10%,44.67%,< 50%,CONG,2-5%,58.36%,50-60%,1-2%
GUJARAT,PORBANDAR,S06,11,S06-11,PORBANDAR,GJ,GUJARAT,30-Apr,,,Rest,Bi-polar,Semi Urban,< 10%,< 10%,< 10%,47.67%,< 50%,CONG,5-10%,52.31%,50-60%,2-5%
GUJARAT,RAJKOT,S06,10,S06-10,RAJKOT,GJ,GUJARAT,30-Apr,,,Rest,Bi-polar,Semi Urban,< 10%,< 10%,< 10%,44.64%,< 50%,CONG,2-5%,63.59%,60-70%,1-2%
GUJARAT,SABARKANTHA,S06,5,S06-5,SABARKANTHA,GJ,GUJARAT,30-Apr,,,Rest,Bi-polar,Rural,< 10%,10-30%,< 10%,49.41%,< 50%,BJP,2-5%,67.30%,60-70%,2-5%
GUJARAT,SURAT,S06,24,S06-24,SURAT,GJ,GUJARAT,30-Apr,,,Rest,Bi-polar,Urban,< 10%,< 10%,10-20%,49.01%,< 50%,BJP,10-20%,63.76%,60-70%,1-2%
GUJARAT,SURENDRANAGAR,S06,9,S06-9,SURENDRANAGAR,GJ,GUJARAT,30-Apr,,,Rest,Bi-polar,Rural,10-20%,< 10%,< 10%,39.73%,< 50%,CONG,< 2%,56.70%,50-60%,1-2%
GUJARAT,VADODARA,S06,20,S06-20,VADODARA,GJ,GUJARAT,30-Apr,,,Rest,Bi-polar,Urban,< 10%,< 10%,< 10%,49.02%,< 50%,BJP,10-20%,No Information,,1-2%
GUJARAT,VALSAD,S06,26,S06-26,VALSAD,GJ,GUJARAT,30-Apr,,,Rest,Bi-polar,Rural,< 10%,50%+,< 10%,56.11%,50-60%,CONG,< 2%,74.09%,70-80%,2-5%
JAMMU & KASHMIR,SRINAGAR,S09,2,S09-2,SRINAGAR,JK,JAMMU & KASHMIR,30-Apr,,,Rest,Rest,Rural,< 10%,< 10%,40%+,25.55%,< 50%,NC,10-20%,26.00%,< 50%,1-2%
PUNJAB,AMRITSAR,S19,2,S19-2,AMRITSAR,PB,PUNJAB,30-Apr,,,Rest,Bi-polar,Semi Urban,20-30%,< 10%,< 10%,65.63%,60-70%,BJP,< 2%,70%,70-80%,< 0.5%
PUNJAB,ANANDPUR SAHIB,S19,6,S19-6,ANANDPUR SAHIB,PB,PUNJAB,30-Apr,,,Rest,Bi-polar,Rural,30%+,< 10%,< 10%,67.62%,60-70%,CONG,5-10%,70%,70-80%,0.5-1%
PUNJAB,BHATINDA,S19,11,S19-11,BATHINDA,PB,PUNJAB,30-Apr,,,Rest,Bi-polar,Rural,30%+,< 10%,< 10%,78.50%,70-80%,SAD,10-20%,75.74%,70-80%,< 0.5%
PUNJAB,FARIDKOT,S19,9,S19-9,FARIDKOT,PB,PUNJAB,30-Apr,,,Rest,Bi-polar,Semi Urban,30%+,< 10%,< 10%,72.29%,70-80%,SAD,5-10%,70.03%,70-80%,< 0.5%
PUNJAB,FATEHGARH SAHIB,S19,8,S19-8,FATEHGARH SAHIB,PB,PUNJAB,30-Apr,,,Rest,Bi-polar,Semi Urban,30%+,< 10%,< 10%,69.41%,60-70%,CONG,2-5%,71.88%,70-80%,< 0.5%
PUNJAB,FEROZEPUR,S19,10,S19-10,FIROZPUR,PB,PUNJAB,30-Apr,,,Rest,Bi-polar,Semi Urban,20-30%,< 10%,< 10%,71.28%,70-80%,SAD,2-5%,No Information,,0.5-1%
PUNJAB,GURDASPUR,S19,1,S19-1,GURDASPUR,PB,PUNJAB,30-Apr,Star,Vinod Khanna (BJP),Rest,Bi-polar,Semi Urban,20-30%,< 10%,< 10%,70.77%,70-80%,CONG,< 2%,73.27%,70-80%,< 0.5%
PUNJAB,HOSHIARPUR,S19,5,S19-5,HOSHIARPUR,PB,PUNJAB,30-Apr,,,Rest,Bi-polar,Rural,30%+,< 10%,< 10%,64.90%,60-70%,CONG,< 2%,63%,60-70%,0.5-1%
PUNJAB,JALANDHAR,S19,4,S19-4,JALANDHAR,PB,PUNJAB,30-Apr,,,Rest,Bi-polar,Semi Urban,30%+,< 10%,< 10%,67.15%,60-70%,CONG,2-5%,68%,60-70%,0.5-1%
PUNJAB,KHADOOR SAHIB,S19,3,S19-3,KHADOOR SAHIB,PB,PUNJAB,30-Apr,,,Rest,Bi-polar,Rural,30%+,< 10%,< 10%,70.64%,70-80%,SAD,2-5%,68%,60-70%,0.5-1%
PUNJAB,LUDHIANA,S19,7,S19-7,LUDHIANA,PB,PUNJAB,30-Apr,,,Rest,Bi-polar,Urban,20-30%,< 10%,< 10%,64.68%,60-70%,CONG,10-20%,No Information,,< 0.5%
PUNJAB,PATIALA,S19,13,S19-13,PATIALA,PB,PUNJAB,30-Apr,,,Rest,Bi-polar,Semi Urban,20-30%,< 10%,< 10%,71.61%,70-80%,CONG,10-20%,71.41%,70-80%,< 0.5%
PUNJAB,SANGRUR,S19,12,S19-12,SANGRUR,PB,PUNJAB,30-Apr,Star,Bhagwant Mann (AAP),Rest,Bi-polar,Semi Urban,20-30%,< 10%,< 10%,74.41%,70-80%,CONG,2-5%,74.04%,70-80%,< 0.5%
UTTAR PRADESH,BANDA,S24,48,S24-48,BANDA,UP,UTTAR PRADESH,30-Apr,,,Hindi,Rest,Rural,20-30%,< 10%,< 10%,44.71%,< 50%,SP,5-10%,47.52%,< 50%,1-2%
UTTAR PRADESH,BARA BANKI,S24,53,S24-53,BARABANKI,UP,UTTAR PRADESH,30-Apr,,,Hindi,Rest,Rural,20-30%,< 10%,20-40%,52.28%,50-60%,CONG,20%+,58.19%,50-60%,0.5-1%
UTTAR PRADESH,DHAURAHRA,S24,29,S24-29,DHAURAHRA,UP,UTTAR PRADESH,30-Apr,,,Hindi,Rest,Rural,30%+,< 10%,10-20%,59.83%,50-60%,CONG,20%+,62.80%,60-70%,0.5-1%
UTTAR PRADESH,FATEHPUR,S24,49,S24-49,FATEHPUR,UP,UTTAR PRADESH,30-Apr,,,Hindi,Rest,Rural,20-30%,< 10%,10-20%,45.19%,< 50%,SP,5-10%,54.58%,50-60%,1-2%
UTTAR PRADESH,HAMIRPUR,S24,47,S24-47,HAMIRPUR,UP,UTTAR PRADESH,30-Apr,,,Hindi,Rest,Rural,20-30%,< 10%,< 10%,48.40%,< 50%,BSP,2-5%,49.10%,< 50%,0.5-1%
UTTAR PRADESH,JALAUN,S24,45,S24-45,JALAUN,UP,UTTAR PRADESH,30-Apr,,,Hindi,Rest,Rural,20-30%,< 10%,< 10%,47.34%,< 50%,SP,< 2%,52%,50-60%,0.5-1%
UTTAR PRADESH,JHANSI,S24,46,S24-46,JHANSI,UP,UTTAR PRADESH,30-Apr,,,Hindi,Rest,Semi Urban,20-30%,< 10%,< 10%,55.17%,50-60%,CONG,5-10%,63%,60-70%,1-2%
UTTAR PRADESH,KANPUR,S24,43,S24-43,KANPUR,UP,UTTAR PRADESH,30-Apr,,,Hindi,Rest,Urban,10-20%,< 10%,10-20%,36.90%,< 50%,CONG,2-5%,50.20%,50-60%,< 0.5%
UTTAR PRADESH,LUCKNOW,S24,35,S24-35,LUCKNOW,UP,UTTAR PRADESH,30-Apr,Star,Jaaved Jaaferi (AAP),Hindi,Rest,Urban,< 10%,< 10%,20-40%,35.33%,< 50%,BJP,5-10%,50.50%,50-60%,< 0.5%
UTTAR PRADESH,MISRIKH,S24,32,S24-32,MISRIKH,UP,UTTAR PRADESH,30-Apr,,,Hindi,Rest,Rural,30%+,< 10%,10-20%,41.50%,< 50%,BSP,2-5%,53.96%,50-60%,0.5-1%
UTTAR PRADESH,MOHANLALGANJ,S24,34,S24-34,MOHANLALGANJ,UP,UTTAR PRADESH,30-Apr,,,Hindi,Rest,Rural,30%+,< 10%,10-20%,46.32%,< 50%,SP,10-20%,56%,50-60%,< 0.5%
UTTAR PRADESH,RAE BARELI,S24,36,S24-36,RAE BARELI,UP,UTTAR PRADESH,30-Apr,,,Hindi,Rest,Rural,20-30%,< 10%,< 10%,48.33%,< 50%,CONG,20%+,48.10%,< 50%,< 0.5%
UTTAR PRADESH,SITAPUR,S24,30,S24-30,SITAPUR,UP,UTTAR PRADESH,30-Apr,,,Hindi,Rest,Rural,20-30%,< 10%,20-40%,57.31%,50-60%,BSP,2-5%,59.40%,50-60%,1-2%
UTTAR PRADESH,UNNAO,S24,33,S24-33,UNNAO,UP,UTTAR PRADESH,30-Apr,,,Hindi,Rest,Rural,30%+,< 10%,10-20%,49.73%,< 50%,CONG,20%+,50.94%,50-60%,< 0.5%
WEST BENGAL,ARAMBAGH,S25,29,S25-29,ARAMBAG,WB,WEST BENGAL,30-Apr,,,Rest,Rest,Rural,20-30%,< 10%,10-20%,84.58%,80%+,CPM,10-20%,81.81%,80%+,1-2%
WEST BENGAL,BARDHAMAN PURBA,S25,38,S25-38,BARDHAMAN PURBA,WB,WEST BENGAL,30-Apr,,,Rest,Rest,Rural,30%+,< 10%,20-40%,87.21%,80%+,CPM,5-10%,83.98%,80%+,1-2%
WEST BENGAL,BIRBHUM,S25,42,S25-42,BIRBHUM,WB,WEST BENGAL,30-Apr,Star,"Joy Banerjee (BJP), Shatabdi Roy (TMC)",Rest,Rest,Rural,20-30%,< 10%,20-40%,83.27%,80%+,TMC,5-10%,82.25%,80%+,1-2%
WEST BENGAL,BOLPUR,S25,41,S25-41,BOLPUR,WB,WEST BENGAL,30-Apr,,,Rest,Rest,Rural,30%+,< 10%,20-40%,82.49%,80%+,CPM,10-20%,81.43%,80%+,1-2%
WEST BENGAL,BURDWAN,S25,39,S25-39,BARDHAMAN-DURGAPUR,WB,WEST BENGAL,30-Apr,,,Rest,Rest,Semi Urban,20-30%,< 10%,10-20%,83.87%,80%+,CPM,5-10%,81.81%,80%+,1-2%
WEST BENGAL,HOOGHLY,S25,28,S25-28,HOOGHLY,WB,WEST BENGAL,30-Apr,,,Rest,Rest,Semi Urban,20-30%,< 10%,10-20%,82.71%,80%+,TMC,5-10%,80.18%,80%+,1-2%
WEST BENGAL,HOWRAH,S25,25,S25-25,HOWRAH,WB,WEST BENGAL,30-Apr,,,Rest,Rest,Urban,10-20%,< 10%,10-20%,73.91%,70-80%,TMC,2-5%,71.92%,70-80%,0.5-1%
